FIPS,COUNTY,STATE,ADDRESS,DROPBOXES NAME,TIME & INSTRUCTIONS,ObjectId,x,y
13159,Jasper,GA,"126 W Greene St, Ste. #3 Monticello, GA 31064",Courthouse,"Outdoor, 24-7. In alley between courthouse and Five Loaves Restaurant. Can drop into box from passenger side of the car, or walk up to box. Second location is in the door near front of Registrar's Office; ballots drop into a locked box",241,-83.6835599984876,33.3049899818465
13161,Jeff Davis,GA,"14 Jeff Davis Street, Ste. 107 Hazlehurst, GA 31539",Courthouse,"Outside Courthouse, 24-7",242,-82.600690025395,31.8624100054252
13163,Jefferson,GA,"415 Green Street Louisville, GA 30434",Elections Office,"Outdoor dropoff (24-7): Mailslot in front door, ballots drop into locked box; Inside dropoff: M-F, 8-5 (Applications and Ballots accepted.) Note: This Dropbox may not be open 24/7",243,-82.4203800001068,40.1719999999783
13163,Jefferson,GA,"401 Broad St Wrens, GA 30833",Wrens City Hall,"Outside, 24/7",244,-85.1717099946787,34.255019992041
13163,Jefferson,GA,"37 Butts Street Wadley, GA 30477",Wadley City Hall,"Outside, 24/7",245,-82.4036653701104,32.8629742681436
13165,Jenkins,GA,"611 E. Winthrope Ave. Millen, GA 30442","Elections Office, Courthouse","Come in the back door of the courthouse. Submit at a table set up there. M-F, 8-5 Note: This Dropbox may not be open 24/7",246,-81.9393869330487,32.8037651986672
13167,Johnson,GA,"2484 W. Elm St. Wrightsville, GA 31096",Elections Office,"Inside, M-F, 8-4:30 Note: This Dropbox may not be open 24/7",247,-82.7190700000615,32.7295000000966
13169,Jones,GA,"166 Industrial Blvd. Gray, GA 31032",Government Center,"Touchless white security box, 24-7 security, outside right side of building.",248,-83.5348800397306,33.0216800205339
13171,Lamar,GA,"408 Thomaston Street Suite D Barnesville, GA 30204",Office Building,Drop off inside office or outside in the drop box,249,-84.1567299997574,33.051850010555
13173,Lanier,GA,"162 W. Thigpen Ave. Lakeland, GA 31635",Elections Office,Dropbox outside 24/7,250,-83.0901299708326,31.0424799989704
13175,Laurens,GA,"117 E Jackson Street, Ste. A Dublin, GA 31021",Registar's Office,"Across from Courthouse, drop boxes outside 24/7",251,-83.9798109906992,30.8380569896105
13177,Lee,GA,"100 Starksville Avenue North, Suite C Leesburg, GA 31763",Elections Office,24/7 outside office,252,-84.1679032147185,31.7316179261505
13179,Liberty,GA,"100 N. Main St., Suite 1600 Hinesville, GA 31313",Liberty County Elections Board,"Outside elections office, around the corner to the right on Midway Street across from German Restaurant, 24/7; Can also leave at office M-F, 8-5",253,-84.9342800144331,34.3678800131657
13179,Liberty,GA,"41 Charlie Butler Avenue Midway, GA 31320",Midway City Hall,24/7,254,-81.4299399997591,31.8175900001717
13181,Lincoln,GA,"160 May Ave Lincolnton, GA 30817",Lincoln Center,"Dropbox outside 24/7, no person-to-person contact",255,-82.4762299995606,33.7886399996934
13183,Long,GA,"459 S McDonald St Ludowici, GA 31316",Elections Office,"24hr with camera, outside the building",256,-81.7412599649605,31.7078000176949
13185,Lowndes,GA,"2808 N. Oak St Valdosta, GA 31601",Elections Office,"24/7 cameras, outside of building",257,-83.2927700237043,30.8701300066722
13187,Lumpkin,GA,"56 Short Street Dahlonega, GA 30533",Elections Office,"Outside the front door, but only open when the office is open. M-F 8a-5p, open 7-7 on 11/3",258,-84.6219500176622,31.7584200071712
13193,Macon,GA,"100 Macon St. Oglethorpe, GA 31068",Elections Office,"Outside, 24/7, with camera",259,-84.0614000002723,32.2944799996735
13195,Madison,GA,"94 Spring Lake Drive, P.O. Box 328 Danielsville, GA 30633",County Board of Elections Office,"Outside, 24/7, with camera",260,-85.0364376772014,32.6520449401907
13197,Marion,GA,"100 E. Burkhalter Ave Buena Vista, GA 31803",Elections Office,24-7 outside,261,-84.5194179496598,32.3231347622238
13189,McDuffie,GA,"337 Main Street, Suite 101 Thomson, GA 30824",Elections Office,"Outside, 24/7, with camera",262,-82.5048100215974,33.4696300062842
13189,McDuffie,GA,"4614 Augusta highway Dearing, GA 30808",Dearing Community Center,"Outside, 24/7, with camera",263,-82.3844299659171,33.4129400098273
13191,McIntosh,GA,"103 Jefferson St Darian, GA 31305",Office Building,No Information Avaliable,264,-84.318329991563,32.8799300095116
13199,Meriwether,GA,"137 South Court Square Greenville, GA 30222",Elections Office,"Deliver inside office, 8:30 - 5:00 M-F Note: This Dropbox may not be open 24/7",265,-84.7129126444928,33.0282779810001
13201,Miller,GA,"155 South 1st Street Colquitt, GA 39837",Courthouse,"Inside, 9:00-5:00 M-F Note: This Dropbox may not be open 24/7",266,-85.3214248216262,34.5302690719875
13205,Mitchell,GA,"32 North Court Street Camilla, GA 31730",Board of Elections,No Information Avaliable,267,-84.209760038414,31.232120013294
13205,Mitchell,GA,"214 N. Harney St. Camilla, GA 31730",Courthouse,No Information Avaliable,268,-84.209282058326,31.2376124292933
13207,Monroe,GA,"38 West Main Street Forsyth, GA 31029",TAG Office,"Drive through access, may also dropoff inside office",269,-83.9397200123073,33.0338899804048
13209,Montgomery,GA,"400 South Railroad Ave. Mt. Vernon, GA 30445",Courthouse,"Inside, ADA compliant 8:30 - 5:00 M-F. Note: This Dropbox may not be open 24/7",270,-82.5946500256141,32.1742100142584
13211,Morgan,GA,"434 Hancock St Madison, GA 30650",Office Building,24/7,271,-83.4647499974139,33.5971000203146
13213,Murray,GA,"121 N. 4th Ave. Chatsworth, GA 30705",Murray County Annex Building,"Building is behind the courthouse, drop box built into the brick wall: ADA compliant",272,-84.7695600002708,34.7674399997962
13215,Muscogee,GA,"3111 Citizens Way Columbus, GA 31906",Citizens Service Center,"One box at Main entrance, one drive up box",273,-84.944745558173,32.4764555037553
13215,Muscogee,GA,"1441 Benning Dr Columbus, GA 31903",Frank D. Chester Recreation Center,No Information Avaliable,274,-84.9491350096205,32.4275620058588
13215,Muscogee,GA,"5601 Veterans Pkwy Columbus, GA 31904",Columbus Health Department Building,No Information Avaliable,275,-84.9634679803216,32.5249880095202
13217,Newton,GA,"1113 Usher St. Covington, GA 30014",Newton County Administration Building,"Park in the parking deck, and the dropbox is outside the back entrance of the Administration Building. At the top of the steps by handicap parking and ramp. Applications and ballots may be dropped off inside the office at this location - Hours: 8:00-5:00, Mon-Fri. Enter through either entrance. Applications for ballots can be left in this box. Note: This Dropbox may not be open 24/7",276,-83.8589400075128,33.598029992576
13217,Newton,GA,"3612 Salem Road Covington, GA 30016",West Side Precinct Sherriff's Office,"INSIDE, 8-4:30, M-F",277,-84.9519501087353,32.8764741712267
13219,Oconee,GA,"10 Court St Watkinsville, GA 30677",Board of Elections Office,"Next to the Courthouse: for applications and ballots, with 24/7 surveillance. Box checked three times daily",278,-83.4092999997899,33.8633199998778
13221,Oglethorpe,GA,"41 Fairground Road Lexington, GA 30648",Elections Office,"""Mail Slot"" in wall, available 24/7",279,-83.3520628263659,34.5397008254704
13223,Paulding,GA,"217 Main St. Hiram, GA 30141",Hiram City Hall/Police Station,Drop box OUTSIDE 24/7,280,-84.841030000208,33.9231099951472
13223,Paulding,GA,"240 Constitution Blvd. Dallas, GA 30132",Elections Office,"Outside the Administration Bldg., which is part of the Watson Government Complex and Courthouse, facing the clock tower. OUTSIDE Dropbox with security 24/7",281,-84.8475900131473,33.9172900204648
13223,Paulding,GA,"909 Harmony Grove Church Road Acworth, GA 30101",Crossroads Public Library,"Outside, 24/7",282,-84.7793199982034,34.0504800124696
13225,Peach,GA,"205 W Church St, Suite 102 Fort Valley, GA 31030",Courthouse,"Inside: 8-5 M-F; Sat. 10/24, 9-4 Note: This Dropbox may not be open 24/7",283,-82.8132400023253,32.9811600142092
13225,Peach,GA,"401 Main St Byron, GA 31008",Byron Sheriff's Dept,INSIDE 8-5 M-F Note: This Dropbox may not be open 24/7,284,-82.6604600355934,33.4067200096836
13227,Pickens,GA,"83 Pioneer Road Jasper, GA 30143",Elections Office,"Outside, 24/7",285,-84.4275699944892,34.4705999850481
13229,Pierce,GA,"312 Nichols St, Suite 2 Blackshear, GA 31516","Elections Office, Pierce County Courthouse-Annex II (2)",Dropbox is outside main entrance to building,286,-82.2336299732081,31.3034300182966
13231,Pike,GA,"81 Jackson St Zebulon, GA 30295",Board of Elections/Registrar's Office,"Dropbox OUTSIDE, 24/7 for Ballots only",287,-84.0095085304243,34.1206041739279
13233,Polk,GA,"144 West Avenue, Ste D Cedartown, GA 30125",Elections Office,"by the front doors of the building, 24/7",288,-85.2561900226862,34.01168001555
13235,Pulaski,GA,"45 S. Lumpkin St. Hawkinsville, GA 31036",Courthouse Annex,The drop box is at the front of the Courthouse Annex under the canopy.,289,-83.4798099998273,32.285099999758
13237,Putnam,GA,"100 S Jefferson Ave Eatontown, GA 31024",Courthouse building (1),"In the hallway outside the elections office, M-F, 8-5 Note: This Dropbox may not be open 24/7",290,-83.3888500203318,33.3258299915407
13237,Putnam,GA,"100 S Jefferson Ave Eatontown, GA 31024",Courthouse building (2),"On the backside of the building, near handicap ramp - 24/7",291,-83.3888500203318,33.3258299915407
13239,Quitman,GA,"46 Old School Rd Georgetown, GA 39854",Probate court,"Fastened to wall outside building, 24/7",292,-82.8709032763329,30.9852190923589
13241,Rabun,GA,"18 Old Raca High Drive, Suite 105 Clayton, GA 30525",Elections Office,"On covered porch outside; one box for applications, one box for ballots, available 24/7",293,-83.0785292323563,33.9238481161336
13243,Randolph,GA,"93 Front Street Cuthbert, GA 39840",Elections Office,"2 separate chutes on a wall inside the office - one for applications and one for ballots; M-F, 8-5 and 10/24/20 during early voting Note: This Dropbox may not be open 24/7",294,-84.7877100320901,31.7662800110594
13245,Richmond,GA,"300 Warren Rd. Augusta, GA 30907",Warren Road Recreation Center,24/7,295,-82.0577720281124,33.5062080029735
13245,Richmond,GA,"2463 Golden Camp Road C Augusta, GA 30906",Henry Brigham Community Center,24/7,296,-82.0514130132179,33.4309339863137
13245,Richmond,GA,"4335 Windsor Spring Rd. Hephzibah, GA 30815",Diamond Lakes Regional Park,24/7,297,-82.0886160067862,33.3517789812457
13245,Richmond,GA,"535 Telfair St. Augusta, GA 30901",Municipal Building,24/7,298,-81.9617229613784,33.4711640207278
13247,Rockdale,GA,"1261 Commercial Drive SW Suite B Conyers, GA 30094",Rockdale County Board of Elections Office,Outside the door to the election commission office,299,-84.0217269603713,33.6571509919414
13247,Rockdale,GA,"778 Bell Road Conyers, GA 30094",Firestation,"Outside firestation, 24/7",300,-82.796480058611,33.4836436632242
13247,Rockdale,GA,"2450 Old Salem Road Conyers, GA 30013",Firestation,"Outside firestation, 24/8",301,-83.9965029633876,33.6238509902806
13247,Rockdale,GA,"3601 Union Church Road Stockbridge, GA 30281",Firestation,"Outside firestation, 24/9",302,-83.5355776147864,30.698188959726
13247,Rockdale,GA,"2100 West Hightower Trail Conyers, GA 30012",Firestation,"Outside firestation, 24/10",303,-83.9761539662456,33.7332129912436
13247,Rockdale,GA,"2681 Hurst Road Conyers, GA 30094",Firestation,"Outside firestation, 24/11",304,-82.8321706844994,32.8196766777539
13247,Rockdale,GA,"1496 Rockbridge Road Conyers, GA 30012",Firestation,"Outside firestation, 24/12",305,-84.1292548983335,33.8334611582353
13247,Rockdale,GA,"2009 Walker Road Conyers, GA 30094",Firestation,"Outside firestation, 24/13",306,-83.3586139962896,34.5259572550255
13249,Schley,GA,"47 N Pecan Street Ellaville, GA 31806",Office Building,No Information Avaliable,307,-84.3106083159258,32.2387916995715
13251,Screven,GA,"216 Mims Road, Rm 114 Sylvania, GA 30467",Screven County Courthouse,"Dropbox located at the back of the Commissioner's Office down the driveway between the Police Station and the Courthouse, available 24/7",308,-81.6450499659416,32.7511799951685
13253,Seminole,GA,"200 S Knox Ave Donalsonville, GA 39845",Probate Office,No Information Avaliable,309,-84.8825299995978,31.0411100000773
13255,Spalding,GA,"825 Memorial Drive Griffin, GA 30223",Courthouse,"Outside the courthouse, available 24/7",310,-82.3476496773008,31.2108877754418
13257,Stephens,GA,"127 E Tugalo St Toccoa, GA 30577",Office Building,"In front of Stephens County Government Building, which faces Alexander St. Attached to a white column on the front of the building. Right next to City Hall, 24/7",311,-83.3288810854002,34.5801958394736
13259,Stewart,GA,"1764 Broad Street Lumpkin, GA 31815",Office Building,No Information Avaliable,312,-84.7945400256032,32.0505699853549
13261,Sumter,GA,"500 W. LaMar Street Americus, GA 31709",Courthouse,No Information Avaliable,313,-84.2392629967602,32.0718629948683
13263,Talbot,GA,"141 N Jefferson Ave Talbotton, GA 31827",Office Building,No Information Avaliable,314,-84.5415900300602,32.6795200039219
13263,Talbot,GA,"188 Jackson Ave Talbotton, GA 31827",Office Building,24/7,315,-84.3316146983961,32.8873942943058
13265,Taliaferro,GA,"113 Monument St Crawfordville, GA 30631",Elections Office,"Hand to person behind counter M-F, 8-5 Note: This Dropbox may not be open 24/7",316,-82.8936399999916,33.5540499997934
13267,Tattnall,GA,"114 West Brazell St Reidsville, GA 30453",Elections Office,"Outside, behind building in parking lot, easy access, like a mailbox, 24/7",317,-82.1186911515442,32.0861795743698
13269,Taylor,GA,"1B Ivy Street Butler, GA 31006",Office Building,"Box attached to wall next to front door from street, 24/7",318,-84.485210449492,34.2485664278213
13271,Telfair,GA,"19 East Oak St Annex Bldg 3 (modular) McCrae-Helena, GA 31055",Elections Office,"Slot in front door, M-F, 8-5, Closed 12-1 for lunch. Outside door of the elections office has a slot in it to drop the ballot. 24/7 Note: This Dropbox may not be open 24/7",319,-84.7430604935,33.2102072478491
13273,Terrell,GA,"955 Forrester Drive SE Dawson, GA 39842",Office Building,Slot in fiberglass wall next to outside door with instructions 24/7,320,-84.4361323521968,31.7610258656459
13275,Thomas,GA,"1402 E Jackson St Thomasville, GA 31792",Outside Elections Office,"Next to outside front door, parking 10 ft away 24/7; second box in the front of the parking lot, drive by format",321,-83.9575410280689,30.8526679881142
13277,Tift,GA,"222 Chestnut Ave, Building B Tifton, GA 31794",Elections Office,"Ground Floor, Gym of old High School M-F, 8-5, Next to door of elections office in lobby Note: This Dropbox may not be open 24/7",322,-83.5061021592609,31.4538661014415
13277,Tift,GA,"225 Tift Ave Tifton, GA 31794",Charles Kent Admin Building,"Outside front door, 24/7",323,-83.5064399913847,31.4548299888655
13279,Toombs,GA,"125 W. Lincoln Ave Lyons, GA 30436",Elections Office,"Hand to person over counter, M-F, 8:30-5 PM Note: This Dropbox may not be open 24/7",324,-82.3231649147441,32.2087595617024
13281,Towns,GA,"67 Lakeview Circle, Suite A Hiawassee, GA 30546",Elections Office,Box is outside the door and available 24/7,325,-83.756980022616,34.9461999834776
13283,Treutlen,GA,"650 Second St. Soperton, GA 30457",County Voter Registration Office,"Inside office, M-F, 8 to 5 pm. Or they can drop them off at the Tax Commissioner's drivethrough at the same address so they don't have to get out of their cars Note: This Dropbox may not be open 24/7",326,-82.5927500160246,32.3767600034778
13285,Troup,GA,"100 Ridley Ave LaGrange, GA 30240",Elections Office,"Box outside elections office door, available 24/7",327,-85.0308930156547,33.039918999587
13285,Troup,GA,"117 Lincoln Street Hogansville, GA 30230",Hogansville Police Department,Available 24/7,328,-83.6061800290086,32.6002699892177
13285,Troup,GA,"730 1st Ave West Point, GA 31833",City Hall,Available 24/7,329,-85.1819199910764,32.876394984032
13287,Turner,GA,"1807 US-41 Sycamore, GA 31790",Elections Board,Box is on front porch available 24/7,330,-83.8489099706159,34.5950800062474
13289,Twiggs,GA,"425 Railroad St N Jeffersonville, GA 31044",Elections Office,"Located inside the Courthouse, black secured box with security guards, M-F, 9-5 Note: This Dropbox may not be open 24/7",331,-83.3449099998993,32.6890100003136
13291,Union,GA,"65 Courthouse St. Blairsville, GA 30512",Elections Office,"Dropbox is outside the Courthouse door, 24/7",332,-83.4019090811454,34.8783745146421
13293,Upson,GA,"305 S Hightower Street, Suite 130 Thomaston, GA 30286",Elections Office,"Outdoor dropbox 24/7, also has an indoor dropbox",333,-84.3252000113102,32.8861869726926
13295,Walker,GA,"101 S. Duke street Lafayette, GA 30728",Elections Office,"Rear of building, brown box available 24/7 Note: This Dropbox may not be open 24/7",334,-85.280633021667,34.7049167093675
13297,Walton,GA,"1110 E. Spring Street Monroe, GA 30655",Elections Office,24-7,335,-83.6987100372453,33.8018399910209
13299,Ware,GA,"408 Tebeau Street Waycross, GA 31501",Ware County Elections office,24/7,336,-82.3606700368952,31.2110699948897
13299,Ware,GA,"305 Oak Street Waycross, GA 31501",County Administration Building,"In rear of building, 24/7",337,-83.6465999965088,32.6122400177167
13301,Warren,GA,"48 Warren St Warrenton, GA 30828",Office Building,Drop off in person during business hours Note: This Dropbox may not be open 24/7,338,-82.6615900003382,33.4079200048696
13303,Washington,GA,"132 W. Haynes St, Room 108 Sandersville, GA 31082",Office Building,Physical drop off only M-F 8am-5pm Note: This Dropbox may not be open 24/7,339,-82.8116600139625,32.9833800030564
13305,Wayne,GA,"174 N. Brunswick Jesup, GA 31598",Registrar's office (inside County Courthouse),"Dropoff in office M-F, 8-5 Note: This Dropbox may not be open 24/7",340,-81.8799300036931,31.6040900167329
13305,Wayne,GA,"103 W JL Tyre Street Screven, GA 31560",Screven City Hall,24/7,341,-82.0170400020522,31.4868999884809
13305,Wayne,GA,"217 S Church Street Odum, GA 31555",Odum City Hall,24/7,342,-83.3721548083186,30.9899427215674
13307,Webster,GA,"6622 Cass St. Preston, GA 31824",Office Building,"hand deliver only, 8-4:30, M-F Note: This Dropbox may not be open 24/7",343,-84.5368000234208,32.0671900001168
13309,Wheeler,GA,"16 W Forest Ave Alamo, GA 31634",Elections Office,"Beside the door, outside, available 24/7",344,-82.7465080441833,31.0348743493902
13311,White,GA,"1241 Helen Hwy, Suite 210- A Cleveland, GA 30528",Elections Office,"drop box slot is located on the back door of the voter registration office in the Mauney Building. Ballot can be put through slot at any time, also a freestanding dropbox next to the slot",345,-83.7543039898936,34.6163696213607
13313,Whitfield,GA,"205 N Selvidge St. Suite K Dalton, GA 30720","Elections Office, Whitfield County Courthouse","Small black Absentee Ballot Drop Box located in front, on the South Side of Entrance",346,-84.9711700268714,34.7726399797361
13315,Wilcox,GA,"377 West College Street Abbeville, GA 31001",Elections Office (inside),"M-F 8-5, bring ballots & applications inside - no plan to get a dropbox Note: This Dropbox may not be open 24/7",347,-84.5784000035051,30.8976652507944
13317,Wilkes,GA,"23 Court Street, Room 113 Washington, GA 30673","Elections Office, Wilkes County Courthouse","freestanding dropbox just outside the courthouse, on left - see photo on website",348,-82.739069965783,33.7382700035968
13319,Wilkinson,GA,"100 Bacon St., Room 133 Irwinton, GA 31042",Elections Office,Freestanding black Dropbox on right side of courthouse,349,-83.1739999646088,32.8106599921847
13321,Worth,GA,"201 North Main Street, Room 10 Sylvester, GA 31791",Courthouse,"Freestanding black Dropbox on flagpole (north) side of courthouse, near one of two double doors, before you get to the jail Note: This Dropbox may not be open 24/7",350,-83.8360399773219,31.5279900054371
